date,location,total_vaccinations,total_distributed,people_fully_vaccinated,daily_vaccinations
2021-04-08,Iowa,1765354,2172805,712554,28207
2021-04-09,Iowa,1807025,2186505,732901,28819
2021-04-10,Iowa,1854009,2240975,755255,23760
2021-04-11,Iowa,1905355,2240975,783748,31043
2021-04-12,Iowa,1927000,2240975,796722,31454
2021-04-13,Iowa,1938454,2294175,804321,31747
2021-04-14,Iowa,1970222,2331755,821589,34006
2021-04-15,Iowa,2001742,2402035,838544,33770
2021-04-16,Iowa,2034594,2420445,857061,32510
2021-04-17,Iowa,2070119,2481445,875533,30873
2021-04-18,Iowa,2102984,2481445,895032,28233
2021-04-19,Iowa,2125941,2481445,906973,28420
2021-04-20,Iowa,2132028,2538095,910781,27653
2021-04-21,Iowa,2149867,2574135,920481,25664
2021-01-12,Kansas,78268,193175,9577,
2021-01-13,Kansas,85650,261175,12470,7382
2021-01-14,Kansas,91565,263175,,6648
2021-01-15,Kansas,97779,263175,13496,6504
2021-01-16,Kansas,,,,6169
2021-01-17,Kansas,,,,5968
2021-01-18,Kansas,,,,5834
2021-01-19,Kansas,118434,263175,15602,5738
2021-01-20,Kansas,122705,265600,16013,5294
2021-01-21,Kansas,130434,312000,17430,5553
2021-01-22,Kansas,137094,336475,19325,5616
2021-01-23,Kansas,144909,348175,20883,5995
2021-01-24,Kansas,151249,348175,22610,6163
2021-01-25,Kansas,154719,348175,23635,5921
2021-01-26,Kansas,158743,348175,25349,5758
2021-01-27,Kansas,168392,392875,26457,6527
2021-01-28,Kansas,190301,405550,31429,8552
2021-01-29,Kansas,190540,412375,31482,7635
2021-01-30,Kansas,206520,413350,36738,8802
2021-01-31,Kansas,221469,413350,39753,10031
2021-02-01,Kansas,226895,413350,42297,10311
2021-02-02,Kansas,231201,413350,44420,10351
2021-02-03,Kansas,241156,470800,47394,10395
2021-02-04,Kansas,251425,471775,51322,8732
2021-02-05,Kansas,263624,492250,54834,10441
2021-02-06,Kansas,280252,492250,60203,10533
2021-02-07,Kansas,296284,492250,65559,10688
2021-02-08,Kansas,303094,492250,68565,10886
2021-02-09,Kansas,305574,492250,70115,10625
2021-02-10,Kansas,319662,553750,76561,11215
2021-02-11,Kansas,332923,564000,81948,11643
2021-02-12,Kansas,350741,581975,86597,12445
2021-02-13,Kansas,367891,581975,91577,12520
2021-02-14,Kansas,389983,581975,99392,13386
2021-02-15,Kansas,,,,12932
2021-02-16,Kansas,397247,581975,102601,13096
2021-02-17,Kansas,405166,581975,106249,12215
2021-02-18,Kansas,417825,581975,112651,12129
2021-02-19,Kansas,466718,624975,128614,16568
2021-02-20,Kansas,488738,645800,138765,17264
2021-02-21,Kansas,509332,645800,148378,17050
2021-02-22,Kansas,514728,645800,163500,17302
2021-02-23,Kansas,517379,699895,164873,17162
2021-02-24,Kansas,530904,754495,171637,17963
2021-02-25,Kansas,542433,839575,177877,17801
2021-02-26,Kansas,560776,861645,185731,13437
2021-02-27,Kansas,583498,867585,197648,13537
2021-02-28,Kansas,609765,867585,209331,14348
2021-03-01,Kansas,620939,867585,212327,15173
2021-03-02,Kansas,629548,868885,216606,16024
2021-03-03,Kansas,644921,1004065,222809,16288
2021-03-04,Kansas,661143,1044425,229206,16959
2021-03-05,Kansas,683046,1085815,237853,17467
2021-03-06,Kansas,707897,1091625,246974,17771
2021-03-07,Kansas,734335,1091625,257534,17796
2021-03-08,Kansas,742945,1091625,261951,17429
2021-03-09,Kansas,751652,1094695,265215,17443
2021-03-10,Kansas,769636,1194795,273211,17816
2021-03-11,Kansas,796242,1206795,284796,19300
2021-03-12,Kansas,847260,1251145,303570,23459
2021-03-13,Kansas,850639,1257325,306140,20392
2021-03-14,Kansas,900500,1257325,323386,23738
2021-03-15,Kansas,909577,1257325,329299,23805
2021-03-16,Kansas,917107,1264705,334212,23636
2021-03-17,Kansas,931281,1371785,339940,23092
2021-03-18,Kansas,959395,1389085,348321,23308
2021-03-19,Kansas,997844,1446035,361435,21512
2021-03-20,Kansas,1035916,1450815,373957,26468
2021-03-21,Kansas,1072867,1450815,388360,24624
2021-03-22,Kansas,1081274,1450815,393220,24528
2021-03-23,Kansas,1088988,1462325,397845,24554
2021-03-24,Kansas,1115858,1565335,410299,26368
2021-03-25,Kansas,1140488,1586255,420310,25870
2021-03-26,Kansas,1170671,1637485,431585,24690
2021-03-27,Kansas,1217475,1643765,452500,25937
2021-03-28,Kansas,1249912,1643765,471050,25292
2021-03-29,Kansas,1261951,1643765,477019,25811
2021-03-30,Kansas,1269292,1670955,481373,25758
2021-03-31,Kansas,1290992,1787305,491016,25019
2021-04-01,Kansas,1311354,1855605,499609,24409
2021-04-02,Kansas,1367364,1877275,519347,28099
2021-04-03,Kansas,1408174,1884795,535254,27243
2021-04-04,Kansas,1446575,1884795,554497,28095
2021-04-05,Kansas,1456012,1884795,559886,27723
2021-04-06,Kansas,1460582,1900955,562450,27327
2021-04-07,Kansas,1496038,2050585,577725,29292
2021-04-08,Kansas,1523795,2069155,593710,30349
2021-04-09,Kansas,1558508,2124855,609953,27306
2021-04-10,Kansas,1600435,2141475,634261,27466
2021-04-11,Kansas,1639400,2141475,659259,27546
2021-04-12,Kansas,1652045,2141475,666644,28005
2021-04-13,Kansas,1662790,2151245,674861,28887
2021-04-14,Kansas,1688602,2225795,689812,27509
2021-04-15,Kansas,1720398,2272425,709852,28086
2021-04-16,Kansas,1758086,2339095,731678,28511
2021-04-17,Kansas,1790051,2361115,752979,27088
2021-04-18,Kansas,1815877,2361115,771917,25211
2021-04-19,Kansas,1827318,2361115,779524,25039
2021-04-20,Kansas,1831938,2370335,782301,24164
2021-04-21,Kansas,1850135,2486365,794417,23076
2021-01-12,Kentucky,132114,329450,6335,
2021-01-13,Kentucky,142436,329450,7725,10322
2021-01-14,Kentucky,155613,332375,,11750
2021-01-15,Kentucky,174748,337450,10672,14211
2021-01-16,Kentucky,,,,13239
2021-01-17,Kentucky,,,,12656
2021-01-18,Kentucky,,,,12267
2021-01-19,Kentucky,216039,337450,12911,11989
2021-01-20,Kentucky,223946,444325,13829,11644
2021-01-21,Kentucky,235143,450175,15699,11361
2021-01-22,Kentucky,254144,466700,22568,11342
2021-01-23,Kentucky,270960,471000,25566,12270
2021-01-24,Kentucky,299493,471000,29346,14871
2021-01-25,Kentucky,307462,471000,30010,14535
2021-01-26,Kentucky,312192,557975,30633,13736
2021-01-27,Kentucky,323268,585500,36054,14189
2021-01-28,Kentucky,342200,611050,43142,15294
2021-01-29,Kentucky,366643,650050,52251,16071
2021-01-30,Kentucky,386001,650150,59367,16434
2021-01-31,Kentucky,404705,650150,64890,15030
2021-02-01,Kentucky,415545,650150,66077,15440
2021-02-02,Kentucky,419562,684700,66852,15339
2021-02-03,Kentucky,435400,719200,73264,16019
2021-02-04,Kentucky,455783,746500,81502,16226
2021-02-05,Kentucky,483777,747000,93651,16733
2021-02-06,Kentucky,517168,747000,108050,18738
2021-02-07,Kentucky,548342,747000,122785,20520
2021-02-08,Kentucky,564682,747000,127793,21305
2021-02-09,Kentucky,568658,828800,129862,21299
2021-02-10,Kentucky,584947,840400,139605,21364
2021-02-11,Kentucky,608198,882200,151297,21774
2021-02-12,Kentucky,636518,882400,165324,21820
2021-02-13,Kentucky,649810,892100,172518,18949
2021-02-14,Kentucky,678768,892100,187643,18632
2021-02-15,Kentucky,,,,18642
2021-02-16,Kentucky,711588,903775,198180,20419
2021-02-17,Kentucky,719857,911575,202064,19273
2021-02-18,Kentucky,726168,950600,205575,16853
2021-02-19,Kentucky,779109,998250,228157,20370
2021-02-20,Kentucky,796952,998250,236951,21020
2021-02-21,Kentucky,824007,1006050,253857,20748
2021-02-22,Kentucky,839508,1006050,267789,20619
2021-02-23,Kentucky,851440,1181375,274244,19979
2021-02-24,Kentucky,874840,1204585,285516,22140
2021-02-25,Kentucky,907836,1230465,300918,25953
2021-02-26,Kentucky,945168,1305725,316028,23723
2021-02-27,Kentucky,980727,1317325,329060,26254
2021-02-28,Kentucky,1020045,1317325,348731,28005
2021-03-01,Kentucky,1046835,1317325,358604,29618
2021-03-02,Kentucky,1061236,1418685,361821,29971
2021-03-03,Kentucky,1082228,1435555,369729,29627
2021-03-04,Kentucky,1117369,1449775,382469,29933
2021-03-05,Kentucky,1162694,1538415,397436,31075
2021-03-06,Kentucky,1209546,1555915,413054,32688
2021-03-07,Kentucky,1254160,1555915,430613,33445
2021-03-08,Kentucky,1283860,1555915,443361,33861
2021-03-09,Kentucky,1293847,1692775,448228,33230
2021-03-10,Kentucky,1318808,1709375,456204,33797
2021-03-11,Kentucky,1357068,1765905,467334,34243
2021-03-12,Kentucky,1401175,1770615,484809,34069
2021-03-13,Kentucky,1492234,1798045,517761,40384
2021-03-14,Kentucky,1496894,1798045,520049,34676
2021-03-15,Kentucky,1532494,1798045,535241,35519
2021-03-16,Kentucky,1547563,1942585,543741,36245
2021-03-17,Kentucky,1582305,1953155,559194,37642
2021-03-18,Kentucky,1619517,2000045,571138,37493
2021-03-19,Kentucky,1668125,2022815,589338,38136
2021-03-20,Kentucky,1713059,2072685,601427,31546
2021-03-21,Kentucky,1762745,2072685,617681,37979
2021-03-22,Kentucky,1797605,2072685,630399,37873
2021-03-23,Kentucky,1813786,2214795,635620,38032
2021-03-24,Kentucky,1838590,2228035,644909,36612
2021-03-25,Kentucky,1876610,2258935,661734,36728
2021-03-26,Kentucky,1924602,2310035,681481,36640
2021-03-27,Kentucky,1976294,2371375,707589,37605
2021-03-28,Kentucky,2019234,2371375,731464,36641
2021-03-29,Kentucky,2058753,2371375,752613,37307
2021-03-30,Kentucky,2074948,2559795,761804,37309
2021-03-31,Kentucky,2100387,2572045,775208,37400
2021-04-01,Kentucky,2142945,2607705,798150,38048
2021-04-02,Kentucky,2192380,2683265,827294,38254
2021-04-03,Kentucky,2252894,2731145,861916,39514
2021-04-04,Kentucky,2300753,2731745,888314,40217
2021-04-05,Kentucky,2327458,2731745,903711,38386
2021-04-06,Kentucky,2333781,2955035,906780,36976
2021-04-07,Kentucky,2368560,2970915,926086,38310
2021-04-08,Kentucky,2414960,3039575,953326,38859
2021-04-09,Kentucky,2471143,3074595,989952,39823
2021-04-10,Kentucky,2525215,3130125,1027903,38903
2021-04-11,Kentucky,2571972,3130125,1060594,38746
2021-04-12,Kentucky,2587355,3130125,1072660,37128
2021-04-13,Kentucky,2594073,3286165,1077734,37185
2021-04-14,Kentucky,2653617,3298245,1111018,40722
2021-04-15,Kentucky,2704303,3327845,1141656,41335
2021-04-16,Kentucky,2755582,3377425,1172523,40634
2021-04-17,Kentucky,2802064,3429305,1202995,39550
2021-04-18,Kentucky,2849292,3429405,1232184,39617
2021-04-19,Kentucky,2868642,3429405,1243861,40184
2021-04-20,Kentucky,2877497,3587075,1249544,40489
2021-04-21,Kentucky,2900342,3604785,1262794,35246
2021-01-12,Long Term Care,951774,4385175,2429,
2021-01-13,Long Term Care,1084177,4556575,16900,132403
2021-01-14,Long Term Care,1225493,4715600,,136860
2021-01-15,Long Term Care,1384963,,,144396
2021-01-16,Long Term Care,,,,130827
2021-01-17,Long Term Care,,,,122686
2021-01-18,Long Term Care,,,,117258
2021-01-19,Long Term Care,1745441,,,113381
2021-01-20,Long Term Care,1908256,,,117726
2021-01-21,Long Term Care,2089181,,,123384
2021-01-22,Long Term Care,2289284,,,129189
2021-01-23,Long Term Care,2437670,,,137512
2021-01-24,Long Term Care,2567018,,,143117
2021-01-25,Long Term Care,2714487,,,151309
2021-01-26,Long Term Care,2725830,,,140056
2021-01-27,Long Term Care,2904840,,,142369
2021-01-28,Long Term Care,3102134,,,144708
2021-01-29,Long Term Care,3314266,,,146426
2021-01-30,Long Term Care,3505431,,,152537
2021-01-31,Long Term Care,3683718,,,159529
2021-02-01,Long Term Care,3748779,,,147756
2021-02-02,Long Term Care,3851460,,,160804
2021-02-03,Long Term Care,4022407,,,159652
2021-02-04,Long Term Care,4210027,,,158270
2021-02-05,Long Term Care,4419633,,,157910
2021-02-06,Long Term Care,4628962,,,160504
2021-02-07,Long Term Care,4839144,,,165061
2021-02-08,Long Term Care,4946483,,,171101
2021-02-09,Long Term Care,5015224,,,166252
2021-02-10,Long Term Care,5176499,,,164870
2021-02-11,Long Term Care,5348775,,,162678
2021-02-12,Long Term Care,5507785,,,155450
2021-02-13,Long Term Care,5667091,,,148304
2021-02-14,Long Term Care,5822871,,,140532
2021-02-15,Long Term Care,,,,135603
2021-02-16,Long Term Care,5968542,,,136188
2021-02-17,Long Term Care,6070341,,,127692
2021-02-18,Long Term Care,6181996,,,119032
2021-02-19,Long Term Care,6289188,,,111629
2021-02-20,Long Term Care,6399010,,,104560
2021-02-21,Long Term Care,6519848,,,99568
2021-02-22,Long Term Care,6579236,,,97647
2021-02-23,Long Term Care,6627820,,,94183
2021-02-24,Long Term Care,6724310,,,93424
2021-02-25,Long Term Care,6817460,,,90781
2021-02-26,Long Term Care,6933071,,,91983
2021-02-27,Long Term Care,7043540,,,92076
2021-02-28,Long Term Care,7112537,,,84670
2021-03-01,Long Term Care,7154531,,,82185
2021-03-02,Long Term Care,7178616,,,78685
2021-03-03,Long Term Care,7218655,,,70621
2021-03-04,Long Term Care,7262104,,,63521
2021-03-05,Long Term Care,7306425,,,53336
2021-03-06,Long Term Care,7349495,,,43708
2021-03-07,Long Term Care,7389102,,,39509
2021-03-08,Long Term Care,7405816,,,35898
2021-03-09,Long Term Care,7419240,,,34375
2021-03-10,Long Term Care,7445798,,,32449
2021-03-11,Long Term Care,7473597,,,30213
2021-03-12,Long Term Care,7499822,,,27628
2021-03-13,Long Term Care,7538985,,,27070
2021-03-14,Long Term Care,7547477,,,22625
2021-03-15,Long Term Care,7559194,,,21911
2021-03-16,Long Term Care,7569120,,,21411
2021-03-17,Long Term Care,7585936,,,20020
2021-03-18,Long Term Care,7614153,,,20079
2021-03-19,Long Term Care,7630706,,,18698
2021-03-20,Long Term Care,7648211,,,15604
2021-03-21,Long Term Care,7662913,,,16491
2021-03-22,Long Term Care,7671197,,,16000
2021-03-23,Long Term Care,7675790,,,15239
2021-03-24,Long Term Care,7683903,,,13995
2021-03-25,Long Term Care,7690646,,,10928
2021-03-26,Long Term Care,7699428,,,9817
2021-03-27,Long Term Care,7707857,,,8521
2021-03-28,Long Term Care,7715923,,,7573
2021-03-29,Long Term Care,7718036,,,6691
2021-03-30,Long Term Care,7719964,,,6311
2021-03-31,Long Term Care,7726500,,,6085
2021-04-01,Long Term Care,7731353,,,5815
2021-04-02,Long Term Care,7735342,,,5131
2021-04-03,Long Term Care,7738792,,,4419
2021-04-04,Long Term Care,7742126,,,3743
2021-04-05,Long Term Care,7743373,,,3620
2021-04-06,Long Term Care,7748620,,,4094
2021-04-07,Long Term Care,7751004,,,3501
2021-04-08,Long Term Care,7754456,,,3300
2021-04-09,Long Term Care,7759386,,,3435
2021-04-10,Long Term Care,7764006,,,3602
2021-04-11,Long Term Care,7766002,,,3411
2021-04-12,Long Term Care,7766645,,,3325
2021-04-13,Long Term Care,7767308,,,2670
2021-04-14,Long Term Care,7770764,,,2823
2021-04-15,Long Term Care,7771899,,,2492
2021-04-16,Long Term Care,7775182,,,2257
2021-04-17,Long Term Care,7777177,,,1882
2021-04-18,Long Term Care,7779273,,,1896
2021-04-19,Long Term Care,7780750,,,2015
2021-04-20,Long Term Care,7780967,,,1951
2021-04-21,Long Term Care,7782215,,,1636
2021-01-12,Louisiana,142771,368300,18314,
2021-01-13,Louisiana,156186,369475,21634,13415
2021-01-14,Louisiana,175811,370175,,16520
2021-01-15,Louisiana,197967,370175,30416,18399
2021-01-16,Louisiana,,,,17400
2021-01-17,Louisiana,,,,16802
2021-01-18,Louisiana,,,,16402
2021-01-19,Louisiana,255591,370175,33967,16117
2021-01-20,Louisiana,264400,485625,35049,15459
2021-01-21,Louisiana,279398,492800,38095,14798
2021-01-22,Louisiana,297655,506200,40385,14241
2021-01-23,Louisiana,315023,543700,41788,14664
2021-01-24,Louisiana,334086,543700,42520,15330
2021-01-25,Louisiana,341447,543700,43151,14323
2021-01-26,Louisiana,345675,602025,43189,12869
2021-01-27,Louisiana,358746,620325,46954,13478
2021-01-28,Louisiana,375895,620425,51583,13785
2021-01-29,Louisiana,398312,620425,58132,14380
2021-01-30,Louisiana,420908,648925,65136,15126
2021-01-31,Louisiana,443715,648925,73436,15661
2021-02-01,Louisiana,463179,648925,85872,17390
2021-02-02,Louisiana,476014,736850,96606,18620
2021-02-03,Louisiana,488960,746550,104070,18602
2021-02-04,Louisiana,509982,746550,115629,19155
2021-02-05,Louisiana,536404,746550,131355,19727
2021-02-06,Louisiana,570731,769750,150219,21403
2021-02-07,Louisiana,599941,769750,167576,22318
2021-02-08,Louisiana,614041,769750,176580,21552
2021-02-09,Louisiana,619729,880150,180112,20531
2021-02-10,Louisiana,639019,882350,189574,21437
2021-02-11,Louisiana,639019,894850,189574,18434
2021-02-12,Louisiana,701110,894850,217681,23529
2021-02-13,Louisiana,735622,895150,232766,23556
2021-02-14,Louisiana,769155,895150,248848,24173
2021-02-15,Louisiana,,,,23289
2021-02-16,Louisiana,784976,895350,255269,23607
2021-02-17,Louisiana,791574,900725,258404,21794
2021-02-18,Louisiana,795511,928425,259851,22356
2021-02-19,Louisiana,859565,987625,285057,22636
2021-02-20,Louisiana,877683,1012000,293295,20294
2021-02-21,Louisiana,894519,1042225,301923,17909
2021-02-22,Louisiana,903226,1043200,302205,18023
2021-02-23,Louisiana,907334,1127670,304651,17480
2021-02-24,Louisiana,920794,1247910,312695,18460
2021-02-25,Louisiana,943419,1264780,325913,21130
2021-02-26,Louisiana,978234,1281480,343923,16953
2021-02-27,Louisiana,1019381,1331680,361607,20243
2021-02-28,Louisiana,1056975,1331680,374818,23208
2021-03-01,Louisiana,1076576,1331680,379791,24764
2021-03-02,Louisiana,1084499,1479200,381780,25309
2021-03-03,Louisiana,1107626,1482470,389540,26690
2021-03-04,Louisiana,1139071,1515740,401946,27950
2021-03-05,Louisiana,1179138,1576670,418275,28701
2021-03-06,Louisiana,1179915,1640860,418865,22933
2021-03-07,Louisiana,1180945,1640860,419762,17710
2021-03-08,Louisiana,1277889,1640860,461597,28759
2021-03-09,Louisiana,1286353,1739230,465217,28836
2021-03-10,Louisiana,1309279,1787330,475726,28808
2021-03-11,Louisiana,1340630,1824270,487828,28794
2021-03-12,Louisiana,1379998,1834230,505211,28694
2021-03-13,Louisiana,1464259,1890870,540820,40621
2021-03-14,Louisiana,1464377,1890870,540865,40490
2021-03-15,Louisiana,1484459,1890870,550112,29510
2021-03-16,Louisiana,1494482,2048220,554135,29733
2021-03-17,Louisiana,1519050,2062360,563448,29967
2021-03-18,Louisiana,1519659,2096030,563914,25576
2021-03-19,Louisiana,1587368,2118260,588561,29624
2021-03-20,Louisiana,1629437,2164470,605878,23597
2021-03-21,Louisiana,1664443,2164470,620467,28581
2021-03-22,Louisiana,1688633,2164470,628583,29168
2021-03-23,Louisiana,1695779,2296150,631472,28757
2021-03-24,Louisiana,1725080,2363200,643026,29433
2021-03-25,Louisiana,1756494,2411250,655710,33834
2021-03-26,Louisiana,1793002,2445770,673816,29376
2021-03-27,Louisiana,1838055,2550580,696039,29803
2021-03-28,Louisiana,1882190,2550580,719571,31107
2021-03-29,Louisiana,1911134,2550580,735056,31786
2021-03-30,Louisiana,1920242,2705530,739320,32066
2021-03-31,Louisiana,1963625,2719670,758829,34078
2021-04-01,Louisiana,2003199,2808840,780225,35244
2021-04-02,Louisiana,2047718,2889690,805242,36388
2021-04-03,Louisiana,2093895,2903390,833412,36549
2021-04-04,Louisiana,2116985,2903390,846771,33542
2021-04-05,Louisiana,2131488,2903390,855263,31479
2021-04-06,Louisiana,2134372,3052610,855231,30590
2021-04-07,Louisiana,2161015,3118650,870909,28199
2021-04-08,Louisiana,2199349,3124520,893502,28021
2021-04-09,Louisiana,2239421,3159400,918167,27386
2021-04-10,Louisiana,2279467,3279090,943720,26510
2021-04-11,Louisiana,2317149,3279090,967358,28595
2021-04-12,Louisiana,2334618,3279090,978932,29019
2021-04-13,Louisiana,2345503,3371870,985901,30162
2021-04-14,Louisiana,2355526,3421430,991200,27787
2021-04-15,Louisiana,2394289,3428000,1017907,27849
